,text,grade,date
54,"OUBLIEZ
OUBLIEZ ! FUYEZ !
Easy de souscrire, forcément, un enfer, un carnage, pour se désabonner chez eux, surfacturation abusive déjà puis ils font trainer à mort les clôtures pour continuer des prélèvements et bloquer au maximum les remboursements de trop payés, si vous aimez perdre énormément de temps au téléphone, allez chez eux.
Abusé ! simplement abusé !
Date de l'expérience: 07 juillet 2022",1,7 juil. 2022
55,"Alors client de longue date et…
Alors client de longue date et satisfait jusque la, il n'en est plus du tout pareil
Pour commencer subitement les factures ""abonnements"" ont carrément plus que tripler
Ensuite je les appelle pour résilier le contrat suite a la vente de l'appartement et la résiliation n'est pas prise en compte, je reçois toujours et encore le prélèvement de ma mensualité, donc illico j'ai bloque tous les paiements.
Alors fournisseur a fuir
Date de l'expérience: 24 mai 2022",1,28 juin 2022
56,"Du vol!!
Du vol!!! On m'a forcé la main (selectra) pour que je change de fournisseur de gaz. J'étais chez Total Énergie, et je payais 15€ par mois avec l'offre essentielle. Ma nouvelle facture mensuelle chez ENI s'élève à 83€ par mois!!! C'est scandaleux et c'est du vol! Fuyez!!!
Date de l'expérience: 01 septembre 2022",1,1 sept. 2022
57,"Comme bcp mauvais a ch***.
Comme bcp mauvais a c***.

Changement de mes infos perso sans rien demander, mauvais index enregistre, des prélèvements 2 ans après en être sortie (que ma banque a définitivement bloqué), des mois pr changer une adresse, j’ai reçu les factures d’un autre, une mise en recouvrement sans même avoir émis une facture.

Un délire total ce distributeur.

A fuir et quand vs avez soldé le compte, faites les bloquer par votre banque.
Date de l'expérience: 21 juin 2022",1,21 juin 2022
58,"Passez votre chemin avant de vous…
Passez votre chemin avant de vous inscrire. Site frauduleux. ENI facture même après fermeture de gaz ou électricite. Pas de trop mais quand même. A multiplier par le nombre de déménagements.... Adresse email bidon. Impossible de renvoyer des justificatifs. Service téléphonique tout aussi bidon.
Date de l'expérience: 05 août 2022",1,5 août 2022
59,"Surtout ne pas souscrire chez eux ma…
Surtout ne pas souscrire chez eux ma fille a aménagé dans un logement il y a un an ne sachant pas qui prendre a choisi Eni ils ont fait un calcul par rapport à l ancien locataire qui ne devait jamais être chez lui donc mensualité très basse elle ne s est pas méfié et Eni n a jamais prévenu en cours d année de ses mensualités trop faibles par rapport à sa consommation aucun échéancier de régularisation et au bout d 1 an la catastrophe elle a reçu la facture de 800 euros à payer alors qu elle est étudiante en alternance donc très petit revenu j ai trouvé ça honteux
Date de l'expérience: 25 août 2022",1,25 août 2022
60,"A fuir!!
A fuir!!! Une catastrophe. ENI facture le changement de compteur ENEDIS (36€) qui est gratuit et pour Résilier une vrai galère. Il ne prennent pas en compte la date de résiliation, n’établissent donc pas de facture de résiliation et cherche par tout les moyens de continuer les prélèvements en mandatant une entreprise de recouvrement amiable.
Date de l'expérience: 24 juin 2022",1,25 juin 2022
61,"Surfacturation abusive
Surfacturation abusive, ENI est simplement une entreprise d'escrocs avec des pratiques frauduleuses à fuir impérativement.
Démarchage abusif et estimation coût électricité très loin de la réalité malgré les compteurs LINKY.
Service téléphonique déplorable, personne à l'écoute et ne comprennent rien du tout.
En 3 ans surfacturation supplémentaire de 200€ / an par rapport au réel.
1ère année 231,17 € puis 441,32 € et enfin 575,61 pour la dernière année.
ENI = roi des escrocs, ABSOLUMENT DEPLORABLE !!
Date de l'expérience: 27 juin 2022",1,27 juin 2022
62,"Un service client jugé non…
Un service client jugé non professionnel ;
Des pratiques commerciales associées à du démarchage abusif ;
Des problèmes d'estimation et des factures de régularisation élevées ;
Des tarifs moins avantageux que la concurrence ;
Des factures non envoyées ;
Supprise au bout d'un Ans

Ils comprennent rien à ce qu'on demande
Bon conseil
Télécharger les consommations mensuellement pour preuve
Parce qu'au moment de payer soit disant le surplus
Il bloc l'application et la facture est sucrée.
A fuir
Date de l'expérience: 20 juin 2022",1,20 juin 2022
63,"ENI=escrocs.
J'ai aussi un problème avec ENI ils ont encaissé le chèque énergie de277€ depuis juin et il me demande de régler mes factures j'ai dis que je paye pas vu que le chèque est encaissé ils ont résilier mon contrat sans mail ni courrier.
Date de l'expérience: 18 septembre 2022",1,23 sept. 2022
64,"J'ai souscris chez Eni depuis juillet…
J'ai souscris chez Eni depuis juillet 2021 or mon contrat a été résilié sans mon autorisation mais les prélèvements sont bien réalisés sur mon compte, je relance pour que mon espace client soit màj avec mon contrat et mes factures mais rien ne se fait depuis 1 an. Service client catastrophique, je n'ai aucun justificatif, ni facture, ni contrat validé par leur soin.
Mon contrat va jusqu'en juillet 2022 je résilie immédiatement !
Date de l'expérience: 03 mai 2022",1,3 mai 2022
65,"Des voleurs.
Des voleurs.
Cela fait maintenant plus d’un an (14 avril 2021) qu’ils me doivent le remboursement d’une facture qu’ils m’ont prélevée 2 fois. Un dossier a été ouvert, je les ai la appelés une vingtaine de fois, des heures d’énergies perdues et je n’ai toujours pas reçu quelconque remboursement. J’ai finis par comprendre qu’ils n’avaient aucune intention de le faire.
Date de l'expérience: 03 mai 2021",1,2 mai 2022
66,"C'est vraiment des gros c*ns
C'est vraiment des gros c*ns, on a résilié depuis plus d'un an on a réglé la somme pourtant un an plus tard il revienne me réclamer une somme de 600€!!! Des erreurs de factures partout, insiste pour qu'on règle plus que ce qui est dû une vraie arnaque. Aucune attitude professionnelle on me lève la voix et on me raccroche au nez. De plus, par mail ni un bonjour ni un au revoir ni un ""objet"" de mail juste une pièce jointe. À fuir vraiment.
Date de l'expérience: 04 mai 2022",1,4 mai 2022
67,"ENI de vrais escrocs
ENI de vrais escrocs, Fuyez... prélevement de 250 euros tous les 15 jours dans une résidence secondaire inhabitèe. Obligé de resilier le contrat et faire opposition sur les prélevements. RESULTATplus de 1000 euros de prélevé qui n'ont jamais été remboursé a ce jour.
Ce sont vraiment des voleurs, une HONTE
Date de l'expérience: 17 juin 2022",1,17 juin 2022
68,"renouvellement de mon contrat gaz au 16…
renouvellement de mon contrat gaz au 16 novembre 2021 pour un an. Au 2 mai 2022 modification de leur part de mon contrat avec augmentation des tarifs. Malgré mes nombreux appels et envoi de mon renouvellement de mon contrat du 16/11/21 ils me disent qu'on va me rappeler . comme par hasard ils ne retrouvent pas trace de ce contrat!!!!!!! que faire?
Date de l'expérience: 05 mai 2022",1,5 mai 2022
69,"Biggest scam ever
hehe, bonjour tout le monde.

je ne suis pas le genre de personne a l'ouvrir, mais la j'y suis clairement contraint.

quelle belle surprise de recevoir un mail, doubler d'un sms pour m'avertir d'une régul.
apparement j'ai un nouveau contrat (que je n'ai pas reçu) qui passe le prix du KW/H de 0.17cts a 0.66cts.
soit plus de 1000E par mois d'elec sans avoir encore allumé les chauffages, oui on se couvrent un peu plus et on fait attention.

en bref technique clairement frauduleuse. renouvellement de contrat sans accord, ni meme prèvenir le client.

bien sur le SAV made in bled n'y peu rien du tout.
nous devions recevoir le soit disant contrat dans les minutes qui on suivi l'appel, 2h plus tard, toujours rien.

de plus, notre compte client sur internet est bizarrement bloqué pour faute de trop nombreuse tentative de connexion.

autant se le dire franchement il n'y as pas de contrat, et ça magouille.
Date de l'expérience: 30 novembre 2022",1,30 nov. 2022
70,"ARNAQUE !!
ARNAQUE !!
Les prix aux KWH sont exorbitants, le service client une horreur ! Mais merci à l'une des salariés qui à eu l'intelligence de me demander pourquoi je les avais choisis alors qu'ils étaient plus cher que les autres ! Trop fort! Mais le contrat était signé ! Pour 14 jours chez eux, 100 Euros de PLUS en comparaison avec un autre fournisseur.
NE SIGNEZ PAS OU FUYEZ RAPIDEMENT !
Date de l'expérience: 24 mars 2022",1,24 mars 2022
71,"Je suis vraiment déçu par ENI car il m…
Je suis vraiment déçu par ENI car il m ont coupé le gaz alors que j'ai payé m'a facture
Fournisseur de gaz médiocre et sans cœur je actuellement sans gaz j'ai dû appeler un autre fournisseur pour recouvrir mon compteur gaz
Je ne reviendrai jamais chez eux et je ne donnerai aucun avis positif sur ENI
Date de l'expérience: 09 juin 2022",1,9 juin 2022
72,"A fuir
Comme bien d'autres j'ai eu droit à un démarchage frauduleux, avec des prix qui ne sont pas ceux prévus (on m'a fait souscrire à du gaz en plus de l'électricité alors que uniquement électricité, donc promesse d'un prix inférieur, j'ai dû résilier le gaz et payer l'électricité plus cher qu'avec mon ancien fournisseur). 2 mois que j'ai résilié chez eux et pas de facture stipulant leur trop perçu (de plus de 140 e!) et bien évidemment pas de remboursement qui était sensé être fait sous 2 semaines. Les nombreux appels au service clien se finissent pareil: en cours de traitement (je cite: ""les délais C'EST AU CAS PAR CAS""). Vous gérez une épicerie? Ça s'apparente fortement à de l'escroquerie... Fuyez!!
Date de l'expérience: 04 octobre 2022",1,4 oct. 2022
73,"Désespoir
J'ai payé une facture 2 fois par erreur (369€)
Depuis, j ai passé plusieurs appel, jamais la même personne, on me dit qu on me rembourse, que le chèque est partit le 13, puis finalement le 16 puis le 25, ils font semblant de pas comprendre. Des vrais voleurs, menteurs, sourbois et je reste poli encore.
J ai demandé une adresse de réclamation, pour envoyer un courrier en recommandé mais je n ai pas grand espoir de revoir mon argent😭.
Je vais tout clôturer mais combien d, euros vont il me demander pour la clôture... 😱
Date de l'expérience: 31 mai 2022",1,31 mai 2022
74,"Fuyez..ENI !!
Fuyez..!!! C'est une horreur..
J'ai reçu une facture avec une erreur sur leur relevé.
Preuve à l'appui, je leur fait un courrier, les rappelle régulièrement, je dois systématiquement refaire un mail, je finis pour bloquer le règlement à ma banque et maintenent c'est leur service contentieux, France contentieux un huissier qui me menace de me mettre au tribunal, alors que la Ste Eni reconnaît son erreur mais NE FAIT RIEN.
Je ne sais plus quoi faire... Je déconseille fermement ENI.
Date de l'expérience: 23 avril 2022",1,23 avr. 2022
75,"Beaucoup trop cher trop de taxes chez…
Beaucoup trop cher trop de taxes chez eux je fuit je n'ai pas signé chez eux de base et je me retrouve avec plein de surprises plus de 169 euros 60 euros de consommation et le reste que des taxes est ce une blague ??? Je leur ai envoyé un chèque énergie ey malgré sa me réclame encore un montant élevée !!!!! Bien envoyer au tribunal si vous le souhaitez non mais je rêve !!!!
Date de l'expérience: 03 mars 2022",1,Actualisé le 30 juil. 2022
76,"De la grosse daube cette compagnie…
De la grosse daube cette compagnie d'électricité. Je paye tous les mois mes factures et ces abrutis m'ont coupés l'électricité et résilié le contrat. J'ai fourni toutes mes preuves de paiement à savoir relevés bancaires, tickets de paiements du site internet d'eni. Rien a faire. Ces abrutis ne font pas leur travail, ils me renvoient aux huissiers qui m'ont certifié que je n'ai pas de dossier contentieux ouvert chez eux.Eni se paye ma tête.
J'ai contacté la répression des fraudes.j'ai l'intention de saisir directement le médiateur de l'énergie pour des dommages intérêts et préjudice moral.
Date de l'expérience: 25 juillet 2022",1,25 juil. 2022
77,"Service moyen
Je recommande uniquement le forfait gaz chez ENI car l'électricité est moins cher ailleurs. Les déductions de parrainages sont utiles. Etant donné que le secteur est privatisé avec les réformes gouvernementales.
Je trouve dommage qu'il n'y ait de forfait gaz fixe longue durée type 5 à 10 ans. (tel que le propose les russes à l'union européenne) Un gain sur le pouvoir d'achat des consommateurs est le bienvenu. Le site web est fonctionnel sans plus.
Date de l'expérience: 20 juillet 2021",3,20 févr. 2022
78,"Déplorable
Service client plus que déplorable, personnel incompétent, ""offres"" à des prix pires qu'exorbitants. Vous ne pourrez pas trouvez un fournisseur d'énergie aussi médiocre qu'ENI.
Le principe du double appel n'est pas respecté, vous avez la possibilité de souscrire en une fois, très rapidement et par voie téléphonique; mais vous serez très surpris du montant de votre première facture (35ct le Kwh contre 17ct au tarif réglementaire). Le service réclamation n'apporte aucune réponse, en plus d'être désagréable. Je recommande vivement de passer son chemin.
Date de l'expérience: 08 juin 2022",1,8 juin 2022
79,"Ma mère s est retrouvé chez eni
Ma mère s est retrouvé chez eni, aucun contrat, après les avoir appelé je demande une copie, jamais reçu, j apprends que factures intermédiaires ont été envoyées, jamais reçu. je bloque les prélevements et 3 semaines après ma mère reçoit une lettre de relance qui dit, ""après plusieurs relances aucune nouvelles de reglements"" jamais reçu les soi disant relances; le solde sera payé en plusieurs fois ils nous prennent pour des andouilles
Date de l'expérience: 29 janvier 2022",1,29 janv. 2022
80,"Prix au dessus du marché pour…
Prix au dessus du marché pour l’électricité, service client parfaitement incompétent qui recommande lui même d’aller voir des fournisseurs français car ils ne peuvent pas être compétitifs sur l’électricité. Résultat: 100€ de plus par rapport à leur concurrents pour 2 mois de souscription a une offre de fourniture d’électricité. Tout cela recommande par papernest que je ne recommande également absolument pas ! Fuyez
Date de l'expérience: 08 janvier 2022",1,8 janv. 2022
81,"Anguille à ma porte
démarchage en porte à porte et techniques de ventes douteuses, sous des faux prétextes d'economies et en insinuant qu'ils agissent pour le gouvernement / avec leur soutien. Le conseiller que j'ai vu esquivait mes questions comme une anguille. À éviter
Date de l'expérience: 27 juillet 2022",1,27 juil. 2022
82,"Relation client Eni
Bien que le service client ENI soit facilement joignable celui-ci n'est pas très agréable et sérieux dans le suivi des demandes. Celui-ci propose un paiement en plusieurs fois des factures les échéances ne sont pas respectées avec un délai raccourci, des messages de prélèvements automatiques qui alerte le client et qui sont non fiables heureusement.
Date de l'expérience: 24 janvier 2022",2,24 janv. 2022
83,"ZERO.
ZERO.. Fuyez!! ENI essaye depuis plus de 6 mois de me faire payer une facture qui ne m’est pas destinèe. Encore plus fort ils viennent, pour tenter d’arriver a leur fin, de m’envoyer tout simplement une fausse facture!! Je vais déposer une plainte pour tentative d’escroquerie.
Date de l'expérience: 06 juin 2022",1,6 juin 2022
84,"Scandaleux!!!!
A fuir absolument!!! Après avoir déménager, il y a eu un problème de prélèvement dans notre nouvelle banque.
Ils nous ont appelé le temps d’une journée pour nous prévenir qu’ils allaient couper l’électricité pour cause d’impayé. C’était un vendredi soir à 19h30 en plein hiver le 22 janvier.
Ils nous ont donc coupé l’électricité alors que nous avons 2 enfants en bas âge.

Et sans parler de leurs démarches incessantes et leur contrat sans aucunes explications!!
Date de l'expérience: 23 janvier 2022",1,23 janv. 2022
85,"A fuir , le plus gros arnaque = eni
A fuir, il faut arretter ces arrnaquers: eni = le plus gros arnaque,
seulement l'abonnement on m'a facturé 3 fois plus cher que on m'promis, je demande un responsable ça n'existe pas:):):) je demande d'écouter les promesse l'hors du contrat, depuis 1 an ils me réponds plus, les factures astronomiques. le prix n'est même pas écrit dans le contrat, le service client parlent avec le client et avec ses enfants en même temps, après elle raccroche.
Date de l'expérience: 22 mars 2022",1,22 mars 2022
86,"Cherchez un autre fournisseur
C'est vraiment pas sérieux! Plus de un an pour l'activation de mon contrat gaz,
Maintenant ils me demandent de payer l'année écoulé, or le contrat chez mon ancien fournisseur n'a jamais été résilié!
Le service client est une honte, plusieurs appels passés au cours de l'année, aucun information de leur part
Date de l'expérience: 18 mars 2022",1,18 mars 2022
87,"pas trop mal, mais service client terrible
Service pas trop mal, prix corrects mais service client quasi inexistant, impossible d'avoir des reponses claires, ils rappelent jamais. Personnellement, je viens de resilier suite a l'absence de reponses a mes questions sur le contrat et suis parti chez un concurrent legerement moins cher. A savoir qu'ENI ne propose plus de prix bloques sur 3 ans!
Date de l'expérience: 21 décembre 2021",1,21 déc. 2021
88,"des factures énormes 1000€ pour 3 mois…
des factures énormes 1000€ pour 3 mois avec un 47metre carré sans parler les factures de régularisation monstrueuses A fuir!!!
Date de l'expérience: 13 décembre 2022",1,14 déc. 2022
89,"Des voleurs et des interlocuteurs qui…
Des voleurs et des interlocuteurs qui ne répondent jamais à la question posée et l'a contourne pour nous embrouiller !!!!! Jamais prélevé a la date demandée et un coup on réclame 194 euros et ça m9nte jusqu'à 660 euros en deux mois non mais STOP!!!!
ARRÊTEZ DE NOUS PRENDRE POUR DES C...!!!!
Avant eux je n ai JAMAIS eu de problèmes chez les fournisseurs concurrents et maintenant que j ai vu un conseil FUYEZ !!!!!!
😠😠
Date de l'expérience: 26 octobre 2021",1,26 oct. 2021
90,"Basculement sur prix de marché sans nous avertir, une honte !!!!
ENI nous a massacré ils ont basculé notre contrat sans nous prévenir sur le prix du marché suite à la guerre en Ukraine. Une vraie honte ce fournisseur !
Date de l'expérience: 23 novembre 2022",1,23 nov. 2022
91,"Service client incompétent
Service client incompétent. J'ai reçu une lettre de retard de paiement mais pas de trace de la facture. Impossible de créer mon espace client sur leur site et comme soi-disant la facture est sur l'espace client impossible de la récupérer et en plus il ne veule pas l'envoyer par courrier. J'ai appelé plusieurs fois le service client sans résultat. Je viens de renvoyé un courriel et je vais attendre.
Date de l'expérience: 30 septembre 2021",1,12 oct. 2021
92,"démarchés à domicilie
démarchés à domicilie, nous n'avons jamais eu le double du contrat (donc pas la possibilité d'utiliser notre droit de rétractation) jamais reçu de facture (malgré ma demande ), nous nous retrouvons à régler 150€ par l'intermédiaire d'un huissier
ce sont des méthodes plus que douteuses (je pèse mes mots car d'autres qualificatifs me viennent)
fuyez !!!
Date de l'expérience: 13 novembre 2021",1,13 nov. 2021
93,"Multiplication par 5 du tarif de l'électricité
Multiplication par 5 du tarif de l'électricité 1er octobre 2022 sans bien sûr être prévenu. J'ai eu le nez fin de résilier, sinon je ne l'aurai jamais su....
Date de l'expérience: 19 novembre 2022",1,19 nov. 2022
94,"une horreur sans nom !
une horreur sans nom !

Eni me dit qu'ils vont me faire faire des économies. Résultat je me tape 278€ / mois de facture et lorsque je résilie, ils me collent une facture de 1500€ avec les relevés compteur Linky à l'appuie. le service client est injoignable sauf pour un nouvel abonnement. Fuiyez ces voleurs ! Engie anciennement EDF reste la valeur sûre. ces sois disant fournisseurs d'énergies nouvelle génération ne sont en fait que des voleurs comme ENI !
Date de l'expérience: 27 octobre 2021",1,27 oct. 2021
95,"Je n'en peux plus..
Je n'en peux plus... communication téléphonique le 6 décembre 2021pour une ouverture de contrat gaz au 15/01 date de mon emménagement. ENI a ouvert mon contrat le 9 décembre et a commencé à me facturer des consommations. J'ai bien sûr réagi et ouvert un contrat chez EDF qui a résilié ce contrat. Après moultes communications téléphoniques, mails...je ne suis toujours pas remboursée des sommes prélevées à tort. Malgré l'envoi de mon bail indiquant ma date d'entrée au 15 janvier toujours pas de remboursement !!! Je ne sais plus vers qui me tourner 😱😱😱
Date de l'expérience: 15 avril 2022",1,15 avr. 2022
96,"j'étais chez eni et tout se passait…
j'étais chez eni et tout se passait plus ou moins bien.
Après avoir déménagé dans ma nouvelle maison, c'est la que tout a commencé à basculer.
1) Contrat impossible à avoir!
2) aucune facturation émise pendant plus de 3 mois malgré mes relances téléphonique!
3) Mensonge sur la remise commerciale!
4) Après avoir changé de compte et les avoirs prévenu, ils continuent à me prélever sur mon ancien compte inactif ce qui me crée de frais exorbitant, je les ai contacté il y a 5 jours et encore aucune nouvelle à ce jour de leur part!
Date de l'expérience: 22 février 2022",1,22 févr. 2022
97,"Fuyez, pauvres fous !!!
Fournisseur qui ne prélève pas conformément à l'échéancier puis qui prélève 7 mois d'un coup et rebelote 2 mois plus tard. Impossible d'avoir une réponse claire. J'ai changé pour un autre fournisseur bien plus fiable Mais... ils ont continué d'émettre des factures pour un contrat résilié qu'ils ont en plus confier à un organisme de recouvrement avec lequel j'ai du m'expliquer 4 fois avant que la situation ne soit régularisée... et là deux ans plus tard, réception d'une facture de 30 €... magnifique !!!
Date de l'expérience: 23 décembre 2021",1,Actualisé le 23 déc. 2021
98,"à fuir absolument
Difficile à joindre, interlocuteurs incompréhensibles, et surtout impossible de résilier le contrat. Aucune communication en interne, je continue de payer des factures pour un logement qui a un autre fournisseur d'électricité pour un même PDL. Je suis obligée de les appeler et de les incendier pour que les choses avancent, ce que je trouve anormal.
J'ajouterai que les prix ont été augmentés de manière insolente entre 2021 et 2022, soi-disant que ""le prix du KWh a triplé"".
C'est une honte, ce fournisseur devrait mettre la clef sous la porte.
Date de l'expérience: 07 mars 2022",1,7 mars 2022
99,"De vrais escrocs
De vrais escrocs. Cela fait deux mois que je conteste une facture de régularisation COMPLETEMENT FAUSSE, mais ENI refuse de faire quoi que ce soit (ah si, ils m'ont réédité 5 fois la facture de régularisation en commettant la même erreur) : Car ils m'ont facturé le gaz au prix de 0,08755 HT le kWh alors que dans mon contrat est stipulé :
1. que je ne souffrirais d'aucune augmentation pendant 3 ans (contrat souscrit il y a à peine 1 an)
2. Que mon prix était calculé à 0.05665 HT le kWh.

En récapitulatif : m'ont presque doublé le prix du kWh, ils refusent de régulariser la facture et de me rembourser le trop perçu...

et en définitive, leur prix au kWh est clairement, LE PLUS CHER DU MARCHE FRANCAIS !!!!!!!!

On ajoutera qu'on a rarement rencontré autant d'incompétence chez un service client d'un fournisseur de gaz...

Prochaine étape : saisir le médiateur national de l'énergie pour enfin me faire rembourser le trop perçu.
Date de l'expérience: 23 novembre 2022",1,23 nov. 2022
100,"Je suis sans voix
Je suis sans voix. J'ai résilié tous mes contrats de fourniture d'énergie ENI car je recevais une multitude de factures erronées, suivies d'avoirs (parfois...), de courriers de relance, de menaces, et de procédures de recouvrement! Après des heures au téléphone avec un service client incompétent et après avoir tout résilié, je pensais être tranquille. NON! Un an après, une nouvelle facture! Avec menace de procédure de recouvrement! Je n'en peux plus. A fuir, ne jamais mettre un orteil chez eux!
Date de l'expérience: 15 octobre 2021",1,31 oct. 2021
101,"si je pouvais mettre 0 je le ferrai!
si je pouvais mettre 0 je le ferrai!
une fois le contrat signé, tout le monde à disparu,
et le pire c'est qu'ils leur faut 7 long mois pour faire un changement de contrat! et une fois signé c'est fini vous vous êtes fait piégé plus de retour en arrière possible!
bref au fuir !
Date de l'expérience: 22 mars 2022",1,22 mars 2022
102,"Souscrit par ☎️
Souscrit après une imbecilité énorme de l’ancien fournisseur. J’étais assez content pendant 18 mois, changement de tarif et conditions contrat. Anarque à un chèque énergie non déduit donc content de partir.
Je veille au respect du nouveau fournisseur sinon ça valsera.
Date de l'expérience: 09 avril 2022",3,Actualisé le 9 avr. 2022
103,"Menteurs
Menteurs, voleurs, usurpation de ma signature pour souscrire à une assurance dont je ne connaissait même pas le nom !!!!
Service clients on en parle même pas !!!
Ils vous racroche au nez impossible de les joindre aucune traces de vos échanges et appels soit disant donc pas de preuves et sur vos factures apparaissent comme par magie des options auxquels vous n'avez jamais souscrits mais pour vous les faire rembourser sans preuves de vos échanges c'est impossible 🤣🤣🤣
Arnaquer et menteur pas d'autre mots j'ai porté plainte contre eux !!!!
Date de l'expérience: 05 janvier 2022",1,5 janv. 2022
104,"VOleur
Le prix du kWh est passé à 0,58 € au mois d’octobre ! Une honte, surtout quand j’appelle EDF qui me dit que le prix du kWh est de 0,19 € à fuir très vite . Voleurrrrr
Date de l'expérience: 31 octobre 2022",1,31 oct. 2022
105,"Incompétent + Voleur
Bonjour,

Suite déménagement ENI n'a pas pris en compte les relevés de sortie de mes compteurs (réalisés par Huissier). Cela fait plus de 2 mois et aucune visibilité sur le traitement de ma réclamation et encore moins de mon remboursement. Service client complètement incompétent, ENI joue avec votre argent alors que vous en avez peut etre besoin (a minima votre argent est mieux sur votre compte en banque que sur celui de ENI), c'est scandaleux, je considère que c’est du vol qualifié.

Si on pouvait mettre 0 étoile, je l’aurais fait.
Fortement déconseillé
Date de l'expérience: 31 janvier 2022",1,31 janv. 2022
106,"A fuir des sacrés menteur …
De sacré menteur il vous promettent moin cher qu’EDF au final des régularisations de plus de 500E avec un compteur linky vos consommations ne correspondent pas il m’on ajouter plus de 3000 kw de consommation à l’année c’est plus une maison que j’ai mais un palace la
Date de l'expérience: 11 mars 2022",1,11 mars 2022
107,"Fournisseur énergie à fuir
Fournisseur énergie à fuir. Deux personnes en situation de handicap. Gaz coupé pour 184 euros depuis 2 jours, c'est mesquin juste avant la trêve hivernale. On nous balade de service en service. Aucun arrangement possible. Si je ne règle pas la somme totale, le gaz ne sera pas remis en service.
Date de l'expérience: 28 octobre 2021",1,28 oct. 2021
108,"J ai résilié mon contrat eni le 21 fev
J ai résilié mon contrat eni le 21 fev. A ce jour je n ai ni la facture de fin de contrat et encore moins le remboursement du trop perçu car en plus ils ont prélevé le 15 mars j ai dû faire un arrêt de prélèvement car à ce jour le 5 avril il y a encore un prélèvement de prévu !!! Pourtant j ai envoyé plusieurs messages, téléphonait plusieurs fois et a chaque fois on me dire qu il clôture bien le dossier. Cela est une histoire de fou... Il faut 30 secondes pour prendre un contrat par contre c est le parcours du combattant pour résilier. Je déconseillé à tous le monde de prendre un contrat chez eni !!!!
Date de l'expérience: 05 avril 2022",1,5 avr. 2022
109,"MINABLE
MINABLE
Je viens de résilier mes contrats gaz et électricité. Ce sont des voleurs, et ne parlons pas de la facturation des prélèvements effectués 2 fois, jamais de réponse, j'ai pourtant fournit la preuve de ma banque, c'est honteux, surtout fuyez !!!!!
Date de l'expérience: 22 mars 2022",1,22 mars 2022
110,"Une histoire incroyable
Une histoire incroyable !
J'ai souscrit chez Eni en reprise de l'ancien contrat de l'ancien propriétaire. Rapidement j'ai été démarchee par Ohm énergie qui m'a littéralement HARCELEE ! Je n'ai jamais rien signé ni transmis. Ils ont demandé à Eni de résilier. ENI l'a fait ! Je em retrouve à 250 km de chez moi sans elec ! Ils ne veulent rien rembourser et me disent que c'est Enedis qui a demandé le changement de fournisseur !! Ohm énergie est une arnaque car je n'ai aucun contrat avec eux ! J'hallucine. Du coup j'ai réouverture chez EDF.
C'est une HONTE de résilier sans avoir de demande de résiliation !!!
Date de l'expérience: 26 mars 2022",1,26 mars 2022
111,"A fuir !!!!
A fuir !!!!
Aucun problème en tant que client. Une fois résilié ( début 2021), facture de clôture payé, les problèmes commencent...
Eni vous envoie une facture de régularisation pour une consommation déjà payé 1 ans et demi après la facture de clôture ( le délai légal étant de 14 mois).
Envoi d un mail d opposition, l adresse de contact ne fonctionne pas... Via l espace client, on vous renvoie un mail standard stipulant que votre demande est dirigée vers le service compétent ( Eni le cherche toujours...).
Malgré cela il tente de vous prélever !!!
Contact avec le service client le jour du racket, le chemin de croix commence, 4 appels,2h a tenter de les joindre plusieurs pseudo coupures téléphoniques. Pour au final tomber sur le service ""satisfaction"" , une personne payée pour vous écouter, mais qui n y connais rien, "" je transfert votre demande au service compétent...""
Bref, si jamais vous êtes courageux ou inconscient en souscrivant chez eux, pensez bien à faire opposition sur tout prélèvement a venir une fois votre facture de clôture réglée
Date de l'expérience: 07 décembre 2022",1,7 déc. 2022
112,"Je déconseille ce fournisseur,après…
Je déconseille ce fournisseur,après résiliation ils sont continués à me prélever,alors je ne les devais rien
2018/ 2021
Au début ils ont dit un prix / tarif /après c’est le triple
Il m’ont prélevés à plusieurs reprises 38,78€ injustemement.
Ne va pas chez ENI ÉNERGIE DES VOLEURS
Date de l'expérience: 12 octobre 2021",1,12 oct. 2021
113,"Bonjour 👋 👋
Bonjour 👋 👋
À toutes personnes qui
ont des problèmes avec ENI ou dans le même cas que moi qui arrive pas à avoir leur remboursement. 🤬🤬
Comme que service client à l'étranger n'a pas les compétences pour nous trouver des solutions.
JE LANCE UNE APPEL POUR TOUT PERSONNE QUI SERAI INTÉRESSÉ POUR CE DÉPLACER AU SIÈGE SOCIAL ENI .

À voir le nombre des personnes qui sont intéressés à participer je prendrai contact avec le Préfet pour organiser une manifestation devant le SIÈGE SOCIAL

Des Influenceurs et des Journalistes seront présents



CORDIALEMENT
Date de l'expérience: 06 novembre 2021",1,6 nov. 2021
