,text,grade,date
114,"A fuir !
Démarchage à domicile au moins 3 fois par an. Quand vous leur expliquez que vous n'êtes pas intéressé, ils deviennent insultants et désagréables ! Mes parents se sont fait avoir malheureusement. Toujours la même stratégie : La personne qui vient vous fait croire que c'est pour une vérification de votre facture et consommation, et sans le voir venir , a coup de graphiques , de faux calculs, et comme si vous n'aviez pas le choix ,vous fait signer des papiers pour changer de ""formule "" et"" payer moins cher "" . Alors qu'en fait vous vous inscrivez chez ENI sans vous en rendre compte .Une belle arnaque !!! Mes parents n'ont JAMAIS payé autant que depuis qu'ils sont chez eux ! A fuir !!!!
Date de l'expérience: 07 juillet 2022",1,8 juil. 2022
115,"Une étoile c'est déjà de trop !!!!
Une étoile c'est déjà de trop !!!!
On vient de me couper l électricité et le gaz sans me prévenir et sans raison. Je rappel tout de même que nous sommes en france, il y a des lois on ne fait pas ce qu on veut et quand on veut.
Quand on passe une journée entière à faire des mails et passer des appels téléphoniques sans resultat non mais franchement au bout de 2 ans de souscription c est incompréhensible.
Le service client est inexistant et malheureusement dès que cela devient complexes ils sont incapables de répondre à vos attentes.
Franchement un conseil fuyez !!!
Date de l'expérience: 05 novembre 2021",1,5 nov. 2021
116,"Des gros voleur à fuir !!!!!
Des gros voleur à fuir !!!!!! Je me suis faite avoir et je compte aller plus loin car ce n est pas normal !!!!
Date de l'expérience: 16 décembre 2022",1,16 déc. 2022
117,"ils sont forts pour démarcher les…
ils sont forts pour démarcher les personnes âgées et leurs faire signer des abonnements et des prélèvements mensuels mais lorsqu'ils décèdent c'est autre chose pour résilier les abonnements et récupérer les trop perçus et ils continuent de facturer et rembourser soit-disant sur des comptes qui sont clos depuis plusieurs mois suite au décès du titulaire alors où passe l'argent qu'ils ont perçus en plus illégalement puisque les contrats ont bien été résiliés et reçu leur accusé de réception ?...j'en suis à des dizaines de coups de tel, des emails etc et toujours rien au bout de 3 mois !...
Date de l'expérience: 05 janvier 2022",1,5 janv. 2022
118,"Sa vaut 0 etoiles
Sa vaut 0 etoiles, eni sont des voleurs sous toutes leurs formes ! Il vous reclame des factures qui pondent de je ne sais ou, 5ans apres ne plus etre avec eux. Ils sont trop fort ! 20min pour les avoirs au telephone pour vous repondre toujours la meme chose.
Date de l'expérience: 27 décembre 2021",1,27 déc. 2021
119,"Offre de parrainage jamais reçue malgré plusieurs appels de relance
J'ai souscri à une offre depuis juillet 2021 et j'ai parrainé mon frère, sachant qu'il y avait une offre de parrainage de 40 euros pour chacun. Nous sommes fin Novembre sans avoir reçu offre. J'ai envoyé des messages et appelé environ 4 fois et après une attente non négligeable j'arrive à chaque fois à avoir un conseiller. Les conseillers sont gentils mais à chaque fois on me dit dans 5 jours vous aurez la prime parrainage ou toute autre excuse. Je suis vraiment déçue du traitement de ma demande par ENI... J'attends toujours dans l espoir qu'ENI aie un meilleur service envers ses clients
Date de l'expérience: 31 juillet 2021",1,Actualisé le 27 nov. 2021
120,"Eni plus jamais!!!
Entreprise pas fiable du tout
Très chere
Relance de facture
Pas de mise à jour du fichier client
RIB envoyé 4 fois
Service client qui raccroche au nez
Une bataille de 1 an , finalement je men vais
Déplorable et honteux
Date de l'expérience: 22 juin 2022",1,22 juin 2022
121,"Une honte
Le service client est déplorable au mieux, injoignable/inutile au pire. 10 que j'ai appelé, je n'ai reçu qu'une seule réponse de leur part. Tout ça pour qu'on me donne le mauvais numéro à joindre. J'ai reçu une lettre stipulant que j'ai 2000€ de factures non payées, je ne sais pas, c'est peut-être dû au fait que je n'ai reçu AUCUNE facture depuis 1 an ? Qui plus est parmi les factures impayées, une a été envoyée via chèque. Bref, je les contacte pour pouvoir me régulariser mais sont absents et les rares fois où ils te répondent ne semblent avoir aucune envie de te rediriger. Une honte.
Date de l'expérience: 08 octobre 2021",1,8 oct. 2021
122,"Des voleurs !
Des voleurs !
Des factures aux montants ajustés pendant 3 mois, puis une facture de 6000€. Avec prélèvement automatique évidement.
Et ils ont eu le culot d’envoyer des relance pour les frais de résiliation…
Des voleurs, ni plus ni moins.
Date de l'expérience: 25 février 2022",1,25 févr. 2022
123,"Je déconseille fortement
Je déconseille fortement, ils sont bon pour vendrr mais pour régler un soucis qui n'est en soi pas grave ils sont trop compliqué et ne veulent pas s'impliquer pour les clients, très déçu. De plus, ne rembourse jamais les frais qu'ils ont prélevé en trop !!
Date de l'expérience: 13 octobre 2021",1,13 oct. 2021
124,"FOURNISSEUR INCOMPETENT A FUIR ABSOLUMENT
Bonjour, je confirme tous les avis négatifs de ce fournisseur d'énergie. Factures illisibles, de plus depuis 6 mois j'ai changé de compte, étant en prélèvement automatique, ils n'arrivent toujours pas à prélever sur le bon compte et disent que les prélèvements sont rejetés alors que c'est eux qui ne savent pas prélever sur le nouveau RIB. Ils me pourrissent au téléphone en disant que je suis un mauvais payeur alors que c'est eux qui sont nuls. Ils me menacent de me couper l'électricité et veulent que je règle en ligne du coup. Bref des incompétents avec un service client déplorable qui m'appellent maintes fois pour me dire la même chose, car ils n'ont pas de traces de leurs appels ni de toutes mes réclamations !!! Rien ne va avec ce fournisseur donc A FUIR absolument.
Date de l'expérience: 25 août 2022",1,25 août 2022
125,"au secours.. voilà ENI
bjr, j'ai fait partie des clients d'eni, il y a quelques temps, j'ai été demarchée à domicile avec pleins de promesses et d'illusions pour me faire souscrire chez eux.. et les ennuis ont commencé;; je n'ai pas eu de periodes de repit tout au ong de mon abonnement chez eux.. je devais constament verifier les factures, car il y avait sans arret des erreurs, le service client par telephone est une catasptrophe totale ... on vous embrouille le cerveau, rien n'est clair on finit par ne plus rien comprendre , le gestion des factures est absolument nulle , j'ai du pour m'en sortir fair appel au mediateur des telecommunications ! surtout je ne recommande pas ce fournisseur d'energie qui ne montre aucun serieux envers ses clients
Date de l'expérience: 31 juillet 2021",1,9 juil. 2022
126,"UNE CATASTROPHE ...........
UNE CATASTROPHE ...........
Compteur de gaz, non ouvert lors de mon arrivait dans le logement. Ma demande a été faite 3 semaines avant mon entrée. Du 09/12 au 23/01/2022, multiple appel concernant mon dosser. Je change donc de fournisseur en date du 23/01/2022. Je règle mes factures de fin de contrat. Le 10/05/22, le calvaire, le cauchemard recommence, 10 factures par mail en 10 jours, factures déja soldées. Une tentative de prélèvement de 154,29 € que j'ai vu la veille du jour J, 7 appels de ma part, 14 PERSONNES différentes et personne pour me donner d'explications concrète et surtout CLAIR . Je demoralise et ne sait plus quoi faire pour me faire entendre car cette situation me ronge ...
Date de l'expérience: 20 mai 2022",1,20 mai 2022
127,"Fumistes !
Erreur de la part d'ENI lors du décompte de fin d'un contrat gaz en avril 2021.
6 mois plus tard, ils réclament plus de 340 € à payer sous 15 jours alors qu'ils n'ont pas fait leur travail correctement.
Service client absolument insupportable : n'écoutent pas, ne comprennent pas , ne solutionnent pas les problèmes.
Inutile de nous recontacter nous n'attendons rien de positif de votre part.. J'attends depuis une semaine d'être rappelé par un responsable qui probablement n'existe pas. On paye par dépit et pour avoir la paix, et on changera d'opérateur.
Votre service client est l'exemple même de la déliquescence de notre société.
Date de l'expérience: 15 novembre 2021",1,15 nov. 2021
128,"Eni rencontrent énormément de problèmes…
Eni rencontrent énormément de problèmes informatiques et ne communique pas entre services ce qui engendre des factures déjà payées en impayées. Des relances, menaces de coupures et renvoi vers un service recouvrement injoignable s'ensuivent.
Date de l'expérience: 27 octobre 2021",1,27 oct. 2021
129,"ce sont des escrocs de premieres
ce sont des escrocs de premieres, résilier par sms pour une facture payé et echanciers respecté et maintenant au lieu de répondre pourquoi j'ai été résilier , je reçoit un email de leur pseudo société de recouvrement, je ne leur doit rien.
Date de l'expérience: 18 octobre 2021",1,18 oct. 2021
130,"Eni de là pur pacotille
Eni de là pur pacotille ! Je vous le déconseille fortement ce sont des voleur ! Résille votre contrat sans raison ! N’allez jamais chez eux ! En plus il sont très incompétant et analphabète à la fois ! Ne JAMAIS JAMAIS !!! Allez chez eux
Date de l'expérience: 20 octobre 2021",1,20 oct. 2021
131,"ne jamais souscrire chez eux
ne jamais souscrire chez eux. chèque énergie jamais encaissé, geste parrainage jamais reçu, facturation triplé sans raison. service client qui ne sert strictement à rien et pour finir l’électricité est moins cher ailleurs.
Date de l'expérience: 08 mars 2022",1,8 mars 2022
132,"Service client inexistante pas de…
Service client inexistante pas de réponse aux mails et aux messages laissés sur espace client.facturation non conforme au contrat souscrit en octobre 2021
Date de l'expérience: 07 octobre 2022",1,14 oct. 2022
133,"Fin de contrat gaz en Juin 2022
Fin de contrat gaz en Juin 2022. Nouvel échéancier: augmentation de 300% des factures !! Aucune explication. Impossible de connaitre le nouveau prix du Kwh. Impossible de télécharger le nouveau contrat.
Date de l'expérience: 04 juin 2022",1,4 juin 2022
134,"De 107€ par mois à 323€.
De 107€ par mois, je suis passer à 323€ et me demande une régularisation de 1841€, résiliation directement. Des escrocs, ENI plus jamais.
Date de l'expérience: 09 novembre 2022",1,9 nov. 2022
135,"Fuyez
Fuyez , fuyez
Une horreur , je n ai pas arrêté de contester mes factures
J ai réussi par deux fois à me faire rembourser leurs erreurs de facturation et la troisième fois , ils étaient furieux et m ont mis au contentieux .
Fuyez
Date de l'expérience: 04 novembre 2021",1,4 nov. 2021
136,"Pire fournisseur de l'histoire qui vous…
Pire fournisseur de l'histoire qui vous donnent un Tarif très intéressant pour avoir des factures de régularisation de 500 euros, je deconseille fortement, j'y est étais deux fois et deux fois le même coup !!
Date de l'expérience: 25 février 2022",1,25 févr. 2022
137,"Des véritables escrocs
Des véritables escrocs.
Vous envoie un contrat avec un tarif bas et finalement ne le respecte pas et double le tarif sans préavis. Ce sont des bandits à envoyer en justice à la première occasion !
Date de l'expérience: 14 avril 2022",1,14 avr. 2022
138,"Surtout n'ouvrer pas votre porte
Surtout n'ouvrer pas votre porte, démarchage abusif, dise que GRDF passe par eux pour le gaz bref une vraie embrouille, je lui demande qui factura il me répond GRDF alors que c'est eux, je lui est demandé s'il me vendait quelque chose il me répond mais non, donc 3 jours plus tard un conseillé me rappelle si je suis okay pour le contrat que j'ai signé et là il me dit que c'est un changement total de fournisseur de gaz et immédiatement je me suis rétractée car les 14 jours de rétractation ne sont pas passer vu que le contrat a été signé le 30/09/2022, ils m'ont envoyé un mail de rétractation et j'ai renvoyé le bon en plus de rétractation. Donc ils vous font miroiter des conneries et en plus ils sont menteurs, d'ailleurs la personne que j'ai eu au téléphone, je lui en ai fait part et l'a menacé de faire appel à la DGCCRF pour fraude et démarchage illégale et abus à la personne. Leur discours est bien rôdé attention!!!
Date de l'expérience: 05 septembre 2022",1,5 oct. 2022
139,"Incompétent !
Incompétent !! Service téléphonique désagréable ! Résiliation de contrat sans être prévenue alors que les factures sont payées ! Non recommandable.
Date de l'expérience: 07 octobre 2022",1,7 oct. 2022
140,"A fuir facture multipliée par 7
Augmentation de 700 euros les factures mensuelles avec des prix du kWh ahurissant, une escroquerie.
Fournisseur à fuir.
Date de l'expérience: 20 novembre 2022",1,Actualisé le 21 nov. 2022
141,"EVALUATION ZERO
EVALUATION ZERO , SAUVE QUI PEUT , C'EST ENIVOLEUR ,
SERVICE CLIENT AUCUNE APTITUDE , MENTEURS ET ESCROCS ,
NE VOUS LAISSEZ PAS CHARMER , LEURS PRIX DE 0.036€ H.T SE RETROUVE A 0.15 DU JOUR AU LENDEMAIN
Date de l'expérience: 21 novembre 2021",1,21 nov. 2021
142,"Horreur !
Horreur !
J'ai ouvert le contrat du gaz le 3 janvier et je reçois une facture le février de Mille euros !
J'ai contacté le GRDF pour contester l'index de point de départ et ils m'ont confirmé c'est érroné et faut faire une demande auprès d'Eni pour corriger l'index.
Alors que j'ai écris dans l'espace client et aussi appelé plusieurs fois depuis des mois, alors qu'ils me disent aujourd'hui le point de départ vient de mon auto relève le 2 janvier alors que je ne l'ai pas fait ! Je leur demande d'où ils trouvent cet auto-relève , ils refusent de me dire et insister que moi je dois envoyer un justificatif alors que je ne l'ai pas car je n'ai même pas trouvé le compteur le jour d'arriver.
C'est vraiment un scandale, le service client s'en fiche et ne sait pas répondre aux questions correctement.
Date de l'expérience: 19 mai 2022",1,19 mai 2022
143,"Des voleurs
Des voleurs
Changement de propriétaire non pris en compte
Pas de service clientèle à la hauteur
Me renvoie sur Enedis qui ne sont pas compétents pour cela !
Des incompétents, des voleurs !
Date de l'expérience: 07 février 2022",1,7 févr. 2022
144,"J'ai jamais eu à faire à une entreprise…
J'ai jamais eu à faire à une entreprise aussi horrible que ENI. Je ne comprends pas pourquoi cette société existe encore.
Date de l'expérience: 08 novembre 2022",1,8 nov. 2022
145,"A fuir
A fuir ! Facture énorme et service client qui vous insulte au téléphone une fois que vous voulez résilier. Restez chez EDF le service est mieux pris en charge et pas de mauvaise surprise !!!
Date de l'expérience: 03 novembre 2021",1,3 nov. 2021
146,"Je vous déconseille
Je vous déconseille, ce fournisseur. Mauvaise estimation, prevelement abusive, sav incompétent, .
Date de l'expérience: 02 décembre 2022",1,3 déc. 2022
147,"Une entreprise qui promet des tarifs
Une entreprise qui promet des tarifs , Mais après attention au retour de bâton .ça fait mal 😣 au portefeuille.ne fait pas profiter le client du bouclier tarifaire 😡
Date de l'expérience: 12 mai 2022",1,12 mai 2022
148,"Démarchage mensonger
En 2019, j'ai été démarché par téléphone en m'assurant qu'en souscrivant chez ENI, je ferais une économie importante.
J'ai ""stupidement"" accepté le changement mais dés les première factures, j'ai découvert une augmentation importante notamment une assurance de 20€ /mois dont je n'avais que faire.
Mes écris sont restés sans réponse j'ai rompus le contrat pour un autre fournisseur.
J'ai cependant payé toutes mes consommation en réitérant mon désaccord sur leurs montants.
Trois ans sont passés et cet année, je reçois une facture de 2200€ pour rupture anticipée de contrat.
Aujourd'hui l'affaire est dans les mains d'une société de recouvrement avec de violentes menaces.
J'ai 78 ans et titulaire d'une invalidité de 80% et je n'ai pas les moyens de régler cette somme qui correspond à 2 ans de consommation.
Date de l'expérience: 13 novembre 2021",1,13 nov. 2021
149,"ÉNORME ARNAQUE ATTENTION A VOUS
ÉNORME ARNAQUE ATTENTION A VOUS, DE MON CÔTÉ CEST ATTAQUÉ EN JUSTICE.

Bloquée tout de suite vos prélèvements
Date de l'expérience: 14 novembre 2022",1,14 nov. 2022
150,"ENI est un fournisseur à fuir.
ENI est un fournisseur à fuir.
C'est de l'arnaque.
Démarchage abusif à domicile en vous faisant croire que vous allez payer moins cher... Mais ENI n'est pas le moins cher ... loin de là !
ENI = MENTEUR / ARNAQUE
On paye une facture mais c'est une autre qui est imputée et on ne saura jamais réellement laquelle.
Aucune visibilité d'imputation. (Limite escroquerie je pense)
Evaluation de le conso c'est l'importe quoi.
Service commercial désagréable et incompétent.
Service recouvrement => De vrais abrutis (Aucune évaluation de la solvabilité du client)
Ils sont agressifs au téléphone et ils sont sans pitié !
On force le client à payer en une seule fois...
S'il refuse c'est 3 fois pas plus même si vous avez plus de 1000€ à payer
Bloquer les règlements de cette entreprise par votre banque.
FUYEZ vous trouverez un autre fournisseur moins cher et avec un vrai service client.
ENI EST MINABLE
Date de l'expérience: 03 juin 2022",1,3 juin 2022
151,"A FUIR - pratique abusive
Deux jours de suite appel téléphonique à ENI, 5 personnes différentes qui sont incompétentes et ne répondent en aucun cas à votre demande.
Au mois d'août 2021, demande à ENI de la facture de régularisation, multiples mails aucune réponse, un mois plus tard échéancier reçu, nous restons sur la même base de 43,00 € / mois.
Et là, grande surprise, Mardi 12 Octobre, une facture de régularisation de 3 608,84 € à leur payer, car eux n'ont pas su évaluer ma consommation d'électricité, malgré tous les éléments qu'ils ont eu en main. Nous passons d'une mensualité de 43 € à plus de 230€/ mois.
Aucune solution possible selon eux, ne comprennent pas la situation, disent que ce n'est pas de leur faute, et continue de demander 43€ tous les mois, donc l'année prochaine on revient encore à la même chose je leur dois 3 600€
A FUIR !
Date de l'expérience: 14 octobre 2021",1,14 oct. 2021
152,"contact et communcation difficiles prix élevé du kw
contact et communcation difficiles
drôles de methodes quand à la visualisation des factures
et pour clore le tout des tarifs plus qu'exagérés
a fuir très vite
Date de l'expérience: 12 avril 2022",1,12 avr. 2022
153,"2 ans chez Eni et 2 ans de galère pour…
2 ans chez Eni et 2 ans de galère pour faire valider mon chèque énergie. Mensualités toujours plus élevées et chaque fois une somme énorme à verser pour réajustement.
Date de l'expérience: 28 octobre 2021",1,28 oct. 2021
154,"Très mauvaise expérience avec le…
Très mauvaise expérience avec le fournisseur ENI je suis partie il y a 3 ans des voleurs une grosse facture lorsque je suis partie de chez eux
Date de l'expérience: 15 juin 2022",1,15 juin 2022
155,"grosse arnaque !!
grosse arnaque !!! nous étions 2 logements a souscrire chez eni pour contrat électricité, pour un des logement un tarif a été établi tout les payement régler en heure pas usé plus d'électricité quand temps normal mais une nouvelle facture a été envoyer soit disant pour sur consommation se qui est revenue beaucoup plus cher que l'ancien fournisseur.
Pour l'autre logement le dossier était complet mais eni n'a jamais prélever malgré plusieurs appels ou on nous disait ""oui oui ça sera fait pas de souci"" en redonnant le RIB mais jamais rien.. nous avons appeler de nouveau, mais pareil rien, envoyer un courrier et tout expliquer ,idem rien, et un beau jour nous recevons un appel mais pas de eni la société à eu le culot de nous mettre chez les huissier pour non paiement... facture régler on en parle plus.
Société a éviter pas de suivi consommateur et plus cher que la ou je suis
Date de l'expérience: 08 octobre 2020",1,6 oct. 2021
156,"fuyez des voleurs des menteurs et hors…
fuyez des voleurs des menteurs et hors de prix !

J'ai pris le temps de faire des comparatifs avec EDF en ligne et là surprise
ENI pour 14 euros de consomation...50 euros de facture ttc
EDF trois fois voire quatre fois moins cher, je suis donc restée chez EDF et bien m'en a pris vu les avis.

le type au tél d'ENI un tantinet agacé de mes questions, devant appelé sans doute du fin fond de je ne sais où juste bon à me lire son prompteur, incapable de correction et de professionnalisme! une boite à fric

et de me dire ""il vous faut signer un bail sinon on fait rien ""mais monsieur à ce jour le bail écrit n'est pas obligatoire, mais bon je l'ai je vous l'envoie où ? réponse : pas besoin si vous dites ""oui"" au tél nous on a toutes les conversations enregistrés que vous le vouliez ou non !

le kw et l'abonnement sont bien moins chers chez EDF ! eux c'est de l'arnaque pur et simple

salut Eni, je reste chez EDF !
Date de l'expérience: 14 février 2022",1,Actualisé le 14 févr. 2022
157,"Mensonges et frais abusifs
Un jour un type s'est pointé chez moi pour me dire qu'il va réduire ma facture gaz/électricité et demande à voir mes compteurs. Ce n'est qu'au bout d'un quart d'heure de discussion que je comprend qu'il n'est pas mon fournisseur et qu'il veut que je change de fournisseur pour ENI. Mais il a réussit à me convaincre en me promettant que ce serait 100% gratuit. Maintenant, 6 mois après avoir à nouveau changé de fournisseur et quitté ENI, ENI me réclame soudainement des frais de mise en service. J'ai appelé 4 fois le service client ENI, qui à chaque fois m'a assuré que j'était tenu de les payer. Pourtant il est dit sur les sites internets Le Lynx et Kelwatt qu'il ne devrait pas y avoir de frais de mis en service concernant un changement de fournisseur d'électricité sans déménagement quand les compteurs n'étaient pas coupés, et pareil sur les sites internet Le Lynx et Engie concernant le gaz. Quelqu'un a-t-il dit ""escroquerie"" ?
Date de l'expérience: 24 mars 2022",1,24 mars 2022
158,"Des gros arnaqueurs .il prélèvent et…
Des gros arnaqueurs .il prélèvent et sans raison avec des frais exorbitant n'aller surtout Pas chez ce fournisseur. Fuyez!!!
Date de l'expérience: 31 août 2022",1,31 août 2022
159,"Ne sont pas capables de fournir des factures mélange tout
C'est une vraie tortue, je ne recommande pas.
Ils ne sont pas intelligents sur le plan administratif. J'ai vécu un enfer pour des documents officiels.
Date de l'expérience: 23 décembre 2021",1,23 déc. 2021
160,"Consommation erronée
Consommation erronée, facturation très élevée, qu'il est impossible de justifier. Aucun contact en cas de litiges. Frais de résiliation très élévés.
Date de l'expérience: 21 janvier 2022",1,21 janv. 2022
161,"ARNAQUE Résiliation pour une échéance de retard
Je paie tous les mois 275 euros de mensualités pour anticiper le paiement de la future facture prévue en janvier 2023. Donc je suis mensualisé.
Une échéance n'a pu être prélevée celle de août. J'ai à ce jour un défaut de paiement de 275 euros. Mais septembre et octobre sont bien passés.
J'ai très peu consommé et j'ai pu suivre ma consommation via club eni et depuis mai je n'ai consommé que au grand max 150 euros par mois (150x6=900)
De mai à octobre j'ai donc versé 275x5=1375
J'ai un trop perçu de 1375-900=475
À cause d'une seule mensualité défectueuse je me vois restreinte avec un contrat résilié alors que je suis actuellement par rapport à ma conso réelle en positif de 475 euros (mensualité de retard déduite dans le calcul).
C'est le comble !!!!
Ils m'ont résiliés alors que je n'ai reçu qu'un seul courrier. Le motif de la résiliation ""facture impayée""
Mais ce n'est pas une facture c'est une mensualité. Je ne comprends pas ces méthodes peu orthodoxe utilisées pour on ne sait quoi, sachant qu'au bout du compte dans cette affaire je sors en positif mais avec un contrat résilié et l'électricité restreinte !!!
Fuyez ENI fuyez fuyez fuyezz
Date de l'expérience: 10 octobre 2022",1,11 oct. 2022
162,"Démarcheurs agressifs et menaçants !
Attention aux démarcheurs !

Etant membre du conseil syndical dans mon immeuble, j'ai poliment demandé à deux démarcheurs d'Eni de bien vouloir partir. Devant un refus catégorique, j'ai insisté, toujours poliment. Ils ont appelé leur supérieur qui m'a fait des menaces par téléphone, avant que l'un d'eux (un homme) me plaque contre un mur pendant que l'autre (une femme) m'insultait. Je n'ai pas lâché et j'ai fini par les faire partir, ayant droit à un ""crève du Covid sale chômeur, parce que t'es forcement un chômeur pour être chez toi en pleine journée, et si tu dis quoi que ce soit, je porterai plainte et comme je suis une femme je dirai que tu m'as harcelée"".

Eni a été condamné il y a un mois pour ses méthodes (usurpation d'identité, démarchage agressif et abusif, dénigrement de la concurrence, transmission de fausses informations, etc ...) et pourtant cela n'a pas suffit à les arrêter, c'est même pire. Méfiez-vous !
Date de l'expérience: 19 novembre 2021",1,Actualisé le 19 nov. 2021
163,"N° client 7658P22344606
N° client : 7658P22344606
J'ai souscrit un abonnement gaz et électricité chez ENI en 2018 et en mars 2021 j'ai tenté de résilier mon contrat auprès de ce fournisseur et ils ne l'ont pas fait mais me rassurait à chaque appel que cela était effectué et que ma demande été prise en compte. C'est seulement en octobre 2021 que j'ai pu enfin résilier mon contrat. Aujourd'hui je me retrouve avec une facture de 3049,35 euros de facture de clôture. Ce qui est anormale car la consommation a été effectuée de façon normale durant la période du 8 juin au 6 août 2021. En effet, ils tentent de m’arnaquer ouvertement et lorsque je les appel (15 fois) ils ne me répondent pas à ma demande et raccroche sur moi ou ne transfère pas l'appel à leurs soi-disant service qualité ou satisfaction qui lui finit aussi par me raccrocher dessus afin de ne pas me donner une réponse ! Je déconseille fortement car le service client est médiocre, il n’y a pas d’écoute !
Date de l'expérience: 29 décembre 2021",1,29 déc. 2021
164,"ZÉRO ZÉRO ZÉRO
ZÉRO ZÉRO ZÉRO
Une catastrophe !!! Et le mot est bien faible.
Je n’habite plus ma maison depuis 9 mois mais ne veut pas couper le gaz pour l’instant.
Ils continuent à me prélever 135 € par mois alors qu’il y a ZERO consommation.
J’ai appelé fin août pour leur dire d’arrêter ces prélèvements faramineux et de ne prélever que le montant de l’abonnement,
On m’a répondu OK et que tout était mis en place.
Aujourd’hui 7.12.2021, je m’aperçois qu’ils n’ont jamais cessé les prélèvements de 135 € mais mieux encore le mois dernier ils ont prélevé 638 € !!!!
J’envoie des mails, aucune réponse.
J’ai eu 3 personnes au téléphone ce matin qui vous prennent pour un nul et qui ne peuvent pas annuler l’échéancier !!!
DU JAMAIS VU !
La seule solution que j’ai est de changer de fournisseur pour que tout s’arrête.
Ce qui est fait.
UNE MACHINE INFERNALE face â laquelle vous êtes impuissant.
FUYEZ, il suffit de regarder leurs notations 1/5 !!! Des pourris.
Date de l'expérience: 07 décembre 2021",1,7 déc. 2021
165,"J'ai été démarchée le 22/08 à Woippy…
J'ai été démarchée le 22/08 à Woippy par des commerciaux affiliés à ENI.
Ceux-ci se sont cependant présenté comme des techniciens EDF venus relever le compteur et procéder à des vérifications. Cela m'était déjà arrivé quelques fois, je les fais donc entrer sans problème. De plus, ils avaient accès à mon contrat gaz chez EDF ainsi qu'à la clé de mon compteur, je ne me suis donc pas méfiée.

Après avoir relevé le compteur, ceux-ci m'ont avertie que j'étais éligible à un tarif bloqué pour le gaz (là encore, cela m'était déjà arrivé précédemment) et m'ont fait signer sur une tablette comme si c'était une simple formalité (avis de passage). Une heure après leur départ, je découvre via mes mails qu'ils ont en fait utilisé ma signature pour souscrire à un contrat chez ENI, et également un pré-contrat chez une société d'assurances. Je n'ai évidemment jamais vu ces contrats ni même entendu parler.

Ce genre de pratiques semble être la norme chez ENI et ses partenaires, j'ai appelé ENI pour me rétracter et ils ont une procédure dédiée spécifiquement à ce genre de situation tellement elle est courante.
Date de l'expérience: 22 août 2022",1,23 août 2022
166,"NUL DE CHEZ NUL
NUL DE CHEZ NUL. Les commerciaux vous vendent des produits qui ne figurent pas dans les contrats et donc qu'ils n'honoreront pas = fraude !
Date de l'expérience: 19 janvier 2022",1,19 janv. 2022
167,"Une entreprise de voleur 1000 euros en…
Une entreprise de voleur 1000 euros en 2 mois . Non mais on se fou de qui ?????? Arrêtez vos vols arrêtez !!!!! Une honte fuyez !!!!
Date de l'expérience: 07 mars 2022",1,7 mars 2022
168,"Service résiliation incompétent ils…
Service résiliation incompétent ils continuent à faire des prélèvements et pas de facture de résiliation !!! A fuir des escrocs.
Date de l'expérience: 10 avril 2022",1,10 avr. 2022
169,"Alors tout d'abord ce service client…
Alors tout d'abord ce service client vous pouvez lui envoyer des messages par mail avec des preuves screenshot ils m'ont répondu une fois sur 10 j'ai eu un petit retard de paiement que j'ai régularisé dans les temps c'est-à-dire dès que j'ai reçu le SMS dans la minute j'ai régularisé ma facture de 31 € 4 jours après ils m'ont coupé l'électricité ils ont résilier mon contrat je n'ai pas reçu un courrier je n'ai pas reçu de recommandé accusé de section je n'ai rien reçu c'était un oubli de ma part entre-temps j'ai perdu ma carte bleue donc je n'ai pas pu régulariser à temps donc j'ai pris du retard mais je mets une étoile parce que sinon j'en aurais mis zéro parce que à chaque fois que j'ai fait appel au service client il ne m'a jamais rappelé ou jamais répondu à mes mails et ils n'ont jamais répondu réellement au sujet envoyé donc en fait je suis pas du tout satisfait de ce service client ils m'ont coupé l'électricité alors que j'avais payé et que j'étais à jour dans mes factures il ne répondent pas à mes mails donc je mets la note de 0, c'est vraiment pas correct de leur part de m'avoir couper l'électricité alors que j'étais à jour dans mes factures ça c'est vraiment pas correct c'est vraiment des.....
Date de l'expérience: 03 octobre 2022",1,3 oct. 2022
170,"Des voleurs sans vergogne et qui plus…
Des voleurs sans vergogne et qui plus est menteurs. A éviter. Suis en procédure pour arnaque avérée !!!
Date de l'expérience: 25 février 2022",1,10 sept. 2022
